id,token,tag,nested_1,nested_2,wiki_id
0,Программы,B-TERM,,,
1,статистической,I-TERM,B-TERM,,
2,обработки,I-TERM,I-TERM,,
3,",",O,,,
4,кластеризации,B-TERM,,,Q622825:4
5,и,O,,,
6,визуализации,B-TERM,,,Q451553:6
7,распределения,O,,,
8,сайтов,B-TERM,B-TERM,,
9,связывания,I-TERM,I-TERM,,
10,транскрипционных,I-TERM,B-TERM,,"Q407384:10,11"
11,факторов,I-TERM,I-TERM,,
12,в,O,,,
13,геноме,B-TERM,,,Q7020:13
14,Исследование,O,,,
15,регуляции,B-TERM,,,
16,транскрипции,I-TERM,B-TERM,,
17,генов,I-TERM,I-TERM,B-TERM,
18,на,O,,,
19,основе,O,,,
20,данных,O,,,
21,современных,O,,,
22,технологий,B-TERM,,,
23,высокопроизводительного,I-TERM,,,
24,секвенирования,I-TERM,,,
25,является,O,,,
26,актуальной,O,,,
27,задачей,O,,,
28,биоинформатики,B-TERM,,,Q128570:28
29,",",O,,,
30,требующей,O,,,
31,развития,O,,,
32,новых,O,,,
33,компьютерных,B-TERM,,,
34,средств,I-TERM,,,
35,",",O,,,
36,в,O,,,
37,том,O,,,
38,числе,O,,,
39,на,O,,,
40,основе,O,,,
41,суперкомпьютерных,B-TERM,,,
42,вычислений,I-TERM,,,
43,.,O,,,
44,Рассмотрены,O,,,
45,задачи,O,,,
46,обработки,B-TERM,,,
47,данных,I-TERM,,,
48,полногеномных,I-TERM,B-TERM,,
49,профилей,I-TERM,I-TERM,,
50,ChIP,I-TERM,I-TERM,B-TERM,"Q5065899:50,51,52"
51,-,I-TERM,I-TERM,I-TERM,
52,seq,I-TERM,I-TERM,I-TERM,
53,связывания,B-TERM,,,
54,транскрипционных,I-TERM,B-TERM,,"Q407384:54,55"
55,факторов,I-TERM,I-TERM,,
56,в,O,,,
57,геномах,B-TERM,,,Q7020:57
58,",",O,,,
59,определения,O,,,
60,пиков,B-TERM,,,
61,профилей,I-TERM,,,
62,и,O,,,
63,поиска,O,,,
64,сайтов,B-TERM,,,
65,связывания,I-TERM,,,
66,в,O,,,
67,нуклеотидных,B-TERM,,,"Q863908:67,68"
68,последовательностях,I-TERM,,,
69,таких,O,,,
70,пиков,B-TERM,,,
71,.,O,,,
72,Разработаны,O,,,
73,программы,B-TERM,,,Q4303335:73
74,для,O,,,
75,анализа,B-TERM,,,
76,положения,I-TERM,,,
77,сайтов,I-TERM,B-TERM,,
78,связывания,I-TERM,I-TERM,,
79,в,O,,,
80,геноме,B-TERM,,,Q7020:80
81,относительно,O,,,
82,районов,B-TERM,,,
83,генов,I-TERM,B-TERM,,Q7187:83
84,",",O,,,
85,расчета,O,,,
86,кластеров,B-TERM,,,
87,таких,O,,,
88,сайтов,B-TERM,,,
89,и,O,,,
90,визуализации,B-TERM,,,Q451553:90
91,их,O,,,
92,положения,O,,,
93,в,O,,,
94,геноме,B-TERM,,,Q7020:94
95,.,O,,,
96,Рассчитаны,O,,,
97,кластеры,B-TERM,,,
98,сайтов,I-TERM,B-TERM,,
99,связывания,I-TERM,I-TERM,,
100,транскрипционных,I-TERM,B-TERM,,"Q407384:100,101"
101,факторов,I-TERM,I-TERM,,
102,в,O,,,
103,геноме,B-TERM,B-TERM,,Q720988:103
104,человека,I-TERM,,,
105,по,O,,,
106,базе,B-TERM,B-TERM,,
107,данных,I-TERM,I-TERM,,
108,Cistrome,I-TERM,B-TERM,,
109,",",O,,,
110,построены,O,,,
111,матрицы,B-TERM,,,
112,совместной,I-TERM,,,
113,встречаемости,I-TERM,,,
114,пар,O,,,
115,сайтов,B-TERM,B-TERM,,
116,связывания,I-TERM,I-TERM,,
117,различных,I-TERM,,,
118,транскрипционных,I-TERM,B-TERM,,"Q407384:118,119"
119,факторов,I-TERM,I-TERM,,
120,в,O,,,
121,геноме,B-TERM,,,Q7020:121
122,для,O,,,
123,различных,O,,,
124,типов,B-TERM,,,
125,тканей,I-TERM,,,
126,и,O,,,
127,культур,B-TERM,,,"Q189082:127,128"
128,клеток,I-TERM,,,
129,.,O,,,
130,Проведен,O,,,
131,вычислительный,B-TERM,,,
132,эксперимент,I-TERM,,,
133,по,O,,,
134,компьютерной,B-TERM,,,
135,генерации,I-TERM,,,
136,случайных,I-TERM,,,
137,кластеров,I-TERM,,,
138,в,O,,,
139,геноме,B-TERM,,,Q7020:139
140,",",O,,,
141,а,O,,,
142,также,O,,,
143,оценке,B-TERM,,,
144,встре,I-TERM,,,
145,-,I-TERM,,,
146,чаемости,I-TERM,,,
147,кластеров,I-TERM,,,
148,большого,O,,,
149,размера,O,,,
150,для,O,,,
151,экспериментально,O,,,
152,полученных,O,,,
153,сайтов,B-TERM,B-TERM,,
154,связывания,I-TERM,I-TERM,,
155,транскрипционных,I-TERM,B-TERM,,"Q407384:155,156"
156,факторов,I-TERM,I-TERM,,
157,в,O,,,
158,геноме,B-TERM,B-TERM,,Q720988:158
159,человека,I-TERM,,,
160,.,O,,,
161,Найдены,O,,,
162,закономерности,O,,,
163,встречаемости,O,,,
164,сайтов,B-TERM,,,
165,факторов,I-TERM,,,
166,плюрипотентности,I-TERM,,,Q1894941:166
167,в,O,,,
168,эмбриональных,B-TERM,,,"Q1151519:168,169,170"
169,стволовых,I-TERM,,,
170,клетках,I-TERM,,,
171,.,O,,,
172,Разработанное,O,,,
173,программное,B-TERM,,,"Q7397:173,174"
174,обеспечение,I-TERM,,,
175,доступно,O,,,
176,по,O,,,
177,запросу,O,,,
178,к,O,,,
179,авторам,O,,,
