id,token,tag
0,Актуальной,O
1,задачей,O
2,является,O
3,поиск,O
4,альтернативных,B-TERM
5,источников,I-TERM
6,топлива,I-TERM
7,.,O
8,Наиболее,O
9,привлекательным,O
10,из,O
11,них,O
12,является,O
13,водород,B-TERM
14,",",O
15,поскольку,O
16,при,O
17,его,O
18,горении,B-TERM
19,образуется,O
20,только,O
21,вода,O
22,.,O
23,Однако,O
24,ввиду,O
25,специфических,O
26,свойств,O
27,водорода,B-TERM
28,его,O
29,широкое,O
30,применение,O
31,в,O
32,качестве,O
33,топлива,B-TERM
34,не,O
35,представляется,O
36,возможным,O
37,.,O
38,Существует,O
39,идея,O
40,использования,O
41,химических,B-TERM
42,носителей,I-TERM
43,водорода,I-TERM
44,таких,O
45,как,O
46,",",O
47,например,O
48,",",O
49,аммиак,B-TERM
50,.,O
51,Для,O
52,улучшения,O
53,характеристик,O
54,горения,B-TERM
55,аммиака,B-TERM
56,в,O
57,него,O
58,можно,O
59,добавить,O
60,небольшое,O
61,количество,O
62,водорода,B-TERM
63,",",O
64,который,O
65,может,O
66,быть,O
67,получен,O
68,из,O
69,самого,O
70,аммиака,B-TERM
71,.,O
72,В,O
73,работе,O
74,представлены,O
75,экспериментальные,B-TERM
76,данные,I-TERM
77,по,O
78,структуре,B-TERM
79,пламен,I-TERM
80,смесей,O
81,NH3,B-TERM
82,/,O
83,H2,B-TERM
84,/,O
85,O2,B-TERM
86,/,O
87,Ar,B-TERM
88,при,O
89,давлении,B-TERM
90,4,O
91,атм,B-TERM
92,.,O
93,Значения,O
94,коэффициента,B-TERM
95,избытка,I-TERM
96,топлива,I-TERM
97,составляли,O
98,0,O
99,",",O
100,8,O
101,",",O
102,1,O
103,",",O
104,0,O
105,и,O
106,1,O
107,",",O
108,2,O
109,",",O
110,соотношение,O
111,NH3,B-TERM
112,/,O
113,H2,B-TERM
114,бралось,O
115,равным,O
116,1,O
117,/,O
118,1,O
119,.,O
120,Для,O
121,измерения,B-TERM
122,структуры,B-TERM
123,пламен,I-TERM
124,использован,O
125,метод,O
126,зондовой,B-TERM
127,молекулярно,I-TERM
128,-,I-TERM
129,пучковой,I-TERM
130,масс,I-TERM
131,-,I-TERM
132,спектрометрии,I-TERM
133,с,O
134,мягкой,B-TERM
135,ионизацией,I-TERM
136,электронным,I-TERM
137,ударом,I-TERM
138,.,O
139,Для,O
140,стабилизации,B-TERM
141,пламен,B-TERM
142,использовалась,O
143,плоская,B-TERM
144,горелка,I-TERM
145,.,O
146,Температурные,B-TERM
147,профили,I-TERM
148,в,O
149,пламени,B-TERM
150,измерялись,O
151,при,O
152,помощи,O
153,тонких,B-TERM
154,термопар,I-TERM
155,S,I-TERM
156,-,I-TERM
157,типа,I-TERM
158,.,O
159,Численное,O
160,моделирование,O
161,проводилось,O
162,при,O
163,помощи,O
164,модуля,O
165,PREMIX,B-TERM
166,из,O
167,программного,B-TERM
168,пакета,I-TERM
169,CHEMKIN,B-TERM
170,.,O
171,Сравнение,O
172,экспериментальных,O
173,и,O
174,численных,O
175,данных,O
176,позволило,O
177,выбрать,O
178,химико,B-TERM
179,-,I-TERM
180,кинетический,I-TERM
181,механизм,I-TERM
182,окисления,I-TERM
183,смесей,O
184,NH3,B-TERM
185,/,O
186,H2,B-TERM
187,из,O
188,числа,O
189,представленных,O
190,в,O
191,литературе,O
192,",",O
193,обладающий,O
194,наилучшей,O
195,предсказательной,B-TERM
196,способностью,I-TERM
197,.,O
198,Экспериментальные,O
199,и,O
200,численные,O
201,данные,O
202,показали,O
203,",",O
204,что,O
205,основными,O
206,азотсодержащими,B-TERM
207,соединениями,I-TERM
208,в,O
209,зоне,B-TERM
210,конечных,I-TERM
211,продуктов,I-TERM
212,горения,I-TERM
213,являются,O
214,N2,B-TERM
215,и,O
216,NO,B-TERM
217,",",O
218,при,O
219,этом,O
220,концентрация,B-TERM
221,N2O,B-TERM
222,и,O
223,NO2,B-TERM
224,незначительна,O
225,.,O
226,Показано,O
227,",",O
228,что,O
229,с,O
230,точки,O
231,зрения,O
232,снижения,O
233,концентрации,B-TERM
234,NO,B-TERM
235,в,O
236,зоне,B-TERM
237,конечных,I-TERM
238,продуктов,I-TERM
239,горения,I-TERM
240,наиболее,O
241,оправдано,O
242,использовать,O
243,горючие,B-TERM
244,смеси,I-TERM
245,с,O
246,небольшим,O
247,избытком,O
248,топлива,O
249,.,O
250,Кроме,O
251,того,O
252,",",O
253,было,O
254,проанализировано,O
255,влияние,O
256,величины,O
257,коэффициента,B-TERM
258,избытка,I-TERM
259,топлива,I-TERM
260,на,O
261,пиковую,B-TERM
262,концентрацию,I-TERM
263,NO,B-TERM
264,",",O
265,N2O,B-TERM
266,и,O
267,NO2,B-TERM
268,.,O
269,Было,O
270,показано,O
271,",",O
272,что,O
273,для,O
274,снижения,O
275,пиковой,B-TERM
276,концентрации,I-TERM
277,NO,B-TERM
278,",",O
279,N2O,B-TERM
280,и,O
281,NO2,B-TERM
282,также,O
283,предпочтительно,O
284,использовать,O
285,богатые,B-TERM
286,топливные,I-TERM
287,смеси,I-TERM
288,.,O
