id,token,tag
0,Статья,O
1,посвящена,O
2,кафедре,B-TERM
3,физических,I-TERM
4,методов,I-TERM
5,исследования,I-TERM
6,твёрдого,I-TERM
7,тела,I-TERM
8,физического,O
9,факультета,O
10,НГУ,O
11,",",O
12,базовыми,O
13,институтами,O
14,которой,O
15,являются,O
16,ФИЦ,B-TERM
17,Институт,B-TERM
18,катализа,I-TERM
19,имени,O
20,Г,O
21,.,O
22,К,O
23,.,O
24,Борескова,O
25,СО,B-TERM
26,РАН,I-TERM
27,и,O
28,Институт,B-TERM
29,неорганической,I-TERM
30,химии,I-TERM
31,имени,O
32,А,O
33,.,O
34,В,O
35,.,O
36,Николаева,O
37,СО,B-TERM
38,РАН,I-TERM
39,.,O
40,Рассказывается,O
41,об,O
42,истории,O
43,создания,O
44,кафедры,B-TERM
45,",",O
46,её,O
47,преподавателях,O
48,и,O
49,направлениях,O
50,их,O
51,научных,O
52,исследований,O
53,",",O
54,об,O
55,изучаемых,O
56,студентами,O
57,дисциплинах,O
58,.,O
59,Читатель,O
60,может,O
61,ознакомиться,O
62,со,O
63,списком,O
64,магистерских,B-TERM
65,программ,I-TERM
66,",",O
67,существующих,O
68,на,O
69,кафедре,B-TERM
70,",",O
71,а,O
72,также,O
73,достижениями,O
74,её,O
75,выпускников,O
76,и,O
77,перспективами,O
78,дальнейшего,O
79,развития,O
80,.,O
