id,token,tag
0,Кафедра,O
1,физико,B-TERM
2,-,I-TERM
3,технической,I-TERM
4,информатики,I-TERM
5,физического,O
6,факультета,O
7,НГУ,O
8,готовит,O
9,специалистов,O
10,в,O
11,области,O
12,программного,O
13,и,O
14,аппаратного,B-TERM
15,обеспечения,I-TERM
16,физических,I-TERM
17,экспериментов,I-TERM
18,",",O
19,хранения,B-TERM
20,и,O
21,обработки,B-TERM
22,информации,I-TERM
23,.,O
24,Программа,O
25,курсов,O
26,кафедры,O
27,предполагает,O
28,изучение,O
29,методов,O
30,программирования,O
31,",",O
32,информационных,B-TERM
33,технологий,I-TERM
34,и,O
35,аппаратного,B-TERM
36,обеспечения,I-TERM
37,экспериментальных,I-TERM
38,установок,I-TERM
39,в,O
40,дополнение,O
41,к,O
42,фундаментальному,O
43,образованию,O
44,в,O
45,области,O
46,физики,B-TERM
47,и,O
48,математики,B-TERM
49,",",O
50,которое,O
51,получают,O
52,все,O
53,студенты,O
54,ФФ,O
55,НГУ,O
56,.,O
57,Выпускники,O
58,кафедры,O
59,–,O
60,специалисты,O
61,в,O
62,области,O
63,информационных,B-TERM
64,технологий,I-TERM
65,с,I-TERM
66,универсальной,O
67,общефизической,O
68,подготовкой,O
69,.,O
