id,token,tag
0,Статья,O
1,описывает,O
2,моделирование,O
3,высоковольтного,B-TERM
4,источника,I-TERM
5,питания,I-TERM
6,для,O
7,ускорителя,B-TERM
8,ЭЛВ,B-TERM
9,-,I-TERM
10,15,I-TERM
11,.,O
12,Рассматриваются,O
13,электромагнитные,B-TERM
14,параметры,I-TERM
15,выпрямителя,I-TERM
16,",",O
17,оцениваются,O
18,пульсации,B-TERM
19,и,O
20,стабильность,B-TERM
21,ускоряющего,B-TERM
22,напряжения,I-TERM
23,.,O
24,Рассчитана,O
25,напряженность,B-TERM
26,электрического,I-TERM
27,поля,I-TERM
28,в,O
29,источнике,B-TERM
30,.,O
