id,token,tag
0,Для,O
1,описания,O
2,поведения,O
3,амплитуды,B-TERM
4,колебаний,I-TERM
5,конически,B-TERM
6,-,I-TERM
7,сферической,I-TERM
8,модели,I-TERM
9,на,O
10,поперечной,B-TERM
11,державке,I-TERM
12,при,O
13,числе,B-TERM
14,Маха,I-TERM
15,М,B-TERM
16,#ERROR!,O
17,2,O
18,",",O
19,3,O
20,была,O
21,использована,O
22,полиномиальная,B-TERM
23,зависимость,I-TERM
24,функции,B-TERM
25,вязкого,I-TERM
26,демпфирования,I-TERM
27,.,O
28,В,O
29,качестве,O
30,функции,B-TERM
31,вязкого,I-TERM
32,демпфирования,I-TERM
33,был,O
34,взят,O
35,полином,B-TERM
36,4,I-TERM
37,-,I-TERM
38,й,I-TERM
39,степени,I-TERM
40,",",O
41,что,O
42,дало,O
43,возможность,O
44,описать,O
45,два,O
46,предельных,B-TERM
47,цикла,I-TERM
48,",",O
49,наблюдаемых,O
50,в,O
51,экспериментах,O
52,.,O
53,Коэффициенты,B-TERM
54,полинома,I-TERM
55,были,O
56,определены,O
57,и,O
58,показали,O
59,хорошее,O
60,соответствие,O
61,численному,B-TERM
62,решению,I-TERM
63,предложенного,O
64,уравнения,B-TERM
65,динамики,I-TERM
66,.,O
